OTU_ID	14A0247_8	14A0051_8	14A0381_26	14A0533_26	14A0295_8	14A0169_26	14A0069_8	14A0497_26	14A0023_8	14A0547_26	14A0572_26	14A0451_26	14A0569_26	14A0001_8	14A0101_8	14A0385_26	14A0501_26	14A0577_8	14A0253_26	14A0171_26	14A0307_26	14A0485_26	14A0493_26	14A0397_26	14A0511_26	14A0487_26	14A0479_26	14A0087_26	14A0566_26	14A0081_8	14A0495_26	14A0565_26	14A0411_26	14A0369_26	14A0443_26	14A0271_8	14A0439_26	14A0453_26	14A0455_26	14A0549_26	14A0519_26	14A0447_26	14A0529_26	14A0419_26	14A0421_26	14A0349_26	14A0223_26	14A0475_26	14A0437_26	14A0473_26	14A0309_26	14A0539_26	14A0491_26	14A0459_26	14A0333_26	14A0240_26	14A0355_26	14A0277_8	14A0423_26	14A0209_26	14A0401_26	14A0403_26	14A0507_26	14A0329_26	14A0441_26	14A0317_26	14A0103_8	14A0283_8	14A0371_26	14A0461_26	14A0405_26	14A0313_8	14A0211_26	14A0261_8	14A0011_8	14A0564_26	14A0039_8	14A0573_26	14A0031_8	14A0025_8	14A0457_26	14A0047_8	14A0513_26	14A0225_8	14A0505_26	14A0425_26	14A0073_8	14A0221_26	14A0445_8	14A0255_8	14A0465_26	14A0113_26	14A0463_26	14A0005_8	14A0017_8	14A0045_8	14A0067_8	14A0407_26	14A0413_26	14A0477_26	14A0574_26	14A0361_26	14A0269_26	14A0389_26	14A0319_26	14A0331_26	14A0471_26	14A0297_8	14A0003_8	14A0091_8	14A0383_26	14A0395_8	14A0351_26	14A0449_26	14A0321_8	14A0483_26	14A0053_8	14A0285_26	14A0467_26	14A0429_26	14A0521_26	14A0049_8	14A0469_26	14A0337_26	14A0305_8	14A0427_26	14A0357_8	14A0273_26	14A0019_8	14A0027_8	14A0275_8	14A0576_8	14A0339_8	14A0015_8	14A0083_8	14A0215_26	14A0157_26	14A0075_8	14A0353_26	14A0079_26	14A0055_8	14A0523_26	14A0097_8	14A0021_8	14A0299_26	14A0063_8	14A0095_8	14A0231_8	14A0065_8	14A0085_8	14A0057_8	14A0013_8	14A0059_8	14A0035_8	14A0387_26	14A0240_8	14A0393_8	14A0291_8	14A0343_8	14A0373_26	14A0359_26	14A0377_8	14A0325_8	14A0043_8	14A0033_8	14A0105_8	14A0345_8	14A0267_8	14A0009_8	14A0007_8	14A0093_26	14A0137_26	14A0265_8	14A0155_26	14A0167_26	14A0481_26
4450360	86.0	17854.0	1162.0	193.0	2923.0	56.0	599.0	155.0	88.0	301.0	1179.0	871.0	2323.0	386.0	2009.0	306.0	128.0	221.0	1061.0	466.0	5524.0	184.0	939.0	5989.0	771.0	92.0	117.0	1955.0	2187.0	78.0	270.0	8299.0	800.0	957.0	237.0	90.0	357.0	2393.0	91.0	620.0	3448.0	711.0	632.0	3582.0	1897.0	1339.0	246.0	125.0	434.0	428.0	1108.0	2770.0	455.0	1828.0	713.0	441.0	782.0	595.0	30.0	552.0	15800.0	2650.0	3869.0	2212.0	69.0	160.0	4579.0	947.0	2356.0	1042.0	1323.0	108.0	75.0	491.0	3709.0	148.0	244.0	289.0	388.0	17789.0	281.0	2320.0	149.0	2681.0	856.0	1732.0	1719.0	639.0	57.0	536.0	101.0	137.0	297.0	2747.0	7311.0	1358.0	183.0	1674.0	2788.0	280.0	352.0	1255.0	2374.0	2828.0	1377.0	1247.0	403.0	164.0	47037.0	312.0	1175.0	4996.0	964.0	55.0	982.0	77.0	41688.0	5636.0	3074.0	206.0	1427.0	23187.0	2065.0	125.0	250.0	7281.0	8.0	223.0	417.0	2209.0	3226.0	100.0	34.0	4572.0	608.0	391.0	1733.0	1258.0	179.0	136.0	120.0	86.0	291.0	1450.0	427.0	601.0	466.0	129.0	1857.0	857.0	11967.0	4701.0	119.0	19956.0	106.0	1126.0	168.0	2323.0	972.0	727.0	1192.0	256.0	308.0	2592.0	1847.0	636.0	25.0	30.0	134.0	10511.0	431.0	820.0	352.0	227.0	1317.0	178.0
173906	0.0	0.0	3.0	3.0	38.0	61.0	0.0	1.0	0.0	4.0	5.0	1.0	4.0	4.0	0.0	1.0	2.0	1.0	1.0	1.0	10.0	8.0	10.0	3.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	1.0	0.0	3.0	0.0	4.0	2.0	4.0	2.0	2.0	1.0	0.0	19.0	0.0	3.0	10.0	2.0	0.0	0.0	0.0	117.0	3.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	3.0	1.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	4.0	2.0	0.0	1.0	0.0	2.0	13.0	0.0	1.0	0.0	0.0	0.0	11.0	1.0	7.0	11.0	5.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	20.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	3.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	21.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0
572586	6.0	8.0	15.0	6.0	0.0	2.0	5.0	1.0	41.0	10.0	9.0	8.0	7.0	28.0	1.0	20.0	4.0	0.0	5.0	86.0	3.0	0.0	1.0	27.0	9.0	9.0	5.0	11.0	14.0	3.0	0.0	24.0	8.0	5.0	1.0	1.0	1.0	0.0	8.0	5.0	0.0	0.0	12.0	0.0	4.0	8.0	11.0	3.0	2.0	32.0	1.0	21.0	1.0	15.0	4.0	273.0	8.0	2.0	0.0	2.0	13.0	29.0	5.0	0.0	0.0	0.0	1.0	4.0	40.0	1.0	10.0	0.0	0.0	38.0	383.0	67.0	30.0	18.0	188.0	99.0	0.0	97.0	7.0	13.0	8.0	2.0	1.0	2.0	5.0	21.0	0.0	0.0	18.0	994.0	22086.0	5103.0	4.0	1.0	19.0	10.0	7.0	15.0	165.0	5.0	0.0	2.0	2.0	0.0	81.0	6.0	10.0	0.0	0.0	4.0	0.0	9.0	33.0	2.0	13.0	0.0	13.0	199.0	1.0	27.0	0.0	18.0	3.0	12.0	180.0	99.0	0.0	5.0	1.0	16.0	18.0	3.0	0.0	0.0	0.0	4.0	3.0	0.0	1.0	1912.0	0.0	21.0	0.0	5.0	5.0	12.0	145.0	80.0	4.0	831.0	0.0	698.0	0.0	2.0	672.0	0.0	2.0	0.0	1.0	9.0	70.0	4.0	3.0	1.0	35.0	147.0	0.0	5.0	1.0	1.0	17.0	1.0
895733	54.0	55.0	406.0	141.0	112.0	56.0	68.0	88.0	360.0	266.0	322.0	83.0	77.0	210.0	30.0	85.0	127.0	261.0	80.0	296.0	533.0	74.0	512.0	1058.0	420.0	80.0	93.0	36257.0	165.0	154.0	69.0	264.0	616.0	652.0	210.0	31.0	1986.0	396.0	97.0	492.0	144.0	78.0	1750.0	20.0	5056.0	462.0	206.0	56.0	150.0	413.0	764.0	1170.0	1469.0	170.0	141.0	294.0	3308.0	247.0	14.0	41.0	1529.0	2543.0	7756.0	1552.0	76.0	137.0	8352.0	51.0	8961.0	35.0	170.0	22.0	20.0	376.0	1063.0	221.0	181.0	949.0	1615.0	17851.0	63.0	1299.0	812.0	136.0	14279.0	336.0	93.0	72.0	89.0	2447.0	87.0	21.0	214.0	773.0	45752.0	2634.0	10539.0	177.0	3168.0	558.0	338.0	6073.0	5694.0	2017.0	295.0	186.0	330.0	55.0	1423.0	307.0	1893.0	6268.0	47.0	82.0	1421.0	73.0	575.0	94.0	170.0	85.0	336.0	5251.0	2450.0	872.0	637.0	601.0	60.0	155.0	1700.0	483.0	311.0	34.0	137.0	24528.0	63.0	329.0	7090.0	12666.0	19.0	92.0	572.0	134.0	1440.0	103.0	509.0	181.0	10.0	121.0	677.0	75.0	5753.0	18514.0	79.0	858.0	25.0	301.0	109.0	106.0	479.0	50.0	902.0	1111.0	488.0	898.0	1435.0	486.0	13.0	49.0	428.0	373.0	31.0	127.0	685.0	21.0	341.0	192.0
344861	2.0	373.0	3.0	8.0	1252.0	19.0	0.0	7.0	305.0	8.0	15.0	4.0	19.0	0.0	0.0	3.0	2.0	9.0	0.0	3.0	0.0	6.0	1.0	0.0	3.0	4.0	9.0	179.0	8.0	2.0	2.0	201.0	1.0	2.0	8.0	0.0	3.0	5.0	0.0	27.0	3.0	114.0	1060.0	1.0	0.0	0.0	0.0	586.0	4.0	20.0	0.0	69.0	7.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	131.0	1.0	9.0	1.0	0.0	0.0	0.0	225.0	5.0	0.0	3.0	5.0	10.0	23.0	9.0	4.0	0.0	32.0	7.0	8.0	0.0	10.0	3.0	14.0	1.0	1.0	0.0	0.0	882.0	354.0	0.0	2.0	19.0	1.0	0.0	0.0	7.0	2.0	39.0	9.0	67.0	4.0	2.0	1.0	0.0	0.0	12.0	134.0	0.0	1.0	1.0	8.0	5.0	0.0	0.0	2.0	9.0	2.0	10.0	0.0	2.0	1.0	0.0	0.0	0.0	3.0	35.0	0.0	0.0	0.0	0.0	7.0	41.0	3.0	39.0	0.0	0.0	8.0	0.0	1.0	0.0	16.0	0.0	0.0	13.0	0.0	0.0	0.0	23.0	8.0	14.0	0.0	0.0	28.0	1.0	0.0	2.0	17.0	32.0	0.0	0.0	3.0	44.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
150673	3.0	0.0	10.0	0.0	7.0	2.0	4.0	2.0	6.0	13.0	22.0	0.0	0.0	16.0	6.0	0.0	0.0	13.0	114.0	1.0	18.0	1.0	0.0	36.0	0.0	4.0	0.0	0.0	10.0	1.0	2.0	16.0	27.0	2.0	6.0	0.0	2.0	0.0	3.0	8.0	5.0	2.0	0.0	3.0	10.0	14.0	0.0	0.0	2.0	0.0	46.0	21.0	1.0	0.0	5.0	8.0	0.0	7.0	3.0	10.0	28.0	8.0	4.0	24.0	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	3.0	8.0	27.0	14.0	1.0	1.0	7.0	49.0	0.0	1.0	3.0	0.0	0.0	5.0	0.0	26.0	0.0	12.0	0.0	3.0	0.0	9.0	1.0	11.0	0.0	5.0	33.0	1.0	7.0	5.0	7.0	27.0	16.0	7.0	0.0	0.0	0.0	6.0	5.0	3.0	2.0	0.0	0.0	0.0	8.0	14.0	0.0	1.0	0.0	18.0	17.0	1.0	0.0	0.0	0.0	1.0	2.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	3.0	2.0	1.0	2.0	0.0	10.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	34.0	13.0	6.0	1.0	3.0	0.0	1.0	125.0	0.0	2.0	1.0	0.0	7.0	10.0	1.0	0.0	3.0	1.0	54.0	13.0	50.0	2.0	1.0	6.0	0.0
1048878	1.0	1.0	18.0	16.0	0.0	9.0	3.0	13.0	20.0	53.0	64.0	3.0	47.0	3.0	0.0	2.0	21.0	23.0	12.0	10.0	2.0	6.0	10.0	9.0	123.0	30.0	7.0	445.0	7.0	24.0	5.0	333.0	36.0	18.0	41.0	0.0	6.0	28.0	13.0	31.0	23.0	29.0	122.0	13.0	18.0	9.0	2.0	2.0	18.0	19.0	15.0	495.0	72.0	12.0	3.0	0.0	10.0	1.0	13.0	2.0	79.0	41.0	13.0	6.0	5.0	0.0	5.0	3.0	268.0	32.0	53.0	16.0	2.0	14.0	9.0	36.0	2.0	89.0	14.0	5.0	16.0	18.0	30.0	2.0	10.0	37.0	0.0	11.0	76.0	223.0	3.0	2.0	57.0	0.0	19.0	4.0	1.0	17.0	10.0	16.0	261.0	4.0	164.0	0.0	8.0	0.0	28.0	14.0	0.0	1.0	10.0	0.0	0.0	1.0	12.0	6.0	19.0	0.0	5.0	0.0	46.0	0.0	0.0	5.0	1.0	6.0	1.0	4.0	2.0	7.0	5.0	0.0	109.0	444.0	0.0	1.0	4.0	181.0	2.0	20.0	0.0	8.0	0.0	7.0	0.0	2.0	1.0	21.0	9.0	4.0	1076.0	16.0	2.0	32.0	4.0	2.0	1.0	0.0	6.0	3.0	0.0	26.0	5.0	200.0	22.0	0.0	2.0	0.0	1.0	100.0	0.0	3.0	1.0	0.0	8.0	14.0
966903	5.0	32.0	29.0	4.0	1.0	0.0	3.0	1.0	1.0	13.0	14.0	5.0	12.0	0.0	3.0	8.0	1.0	6.0	677.0	28.0	328.0	1.0	1.0	145.0	6.0	21.0	2.0	37.0	18.0	4.0	6.0	18.0	130.0	60.0	12.0	0.0	4.0	3.0	6.0	20.0	33.0	45.0	8.0	14.0	17.0	92.0	2.0	5.0	2.0	23.0	42.0	56.0	18.0	5.0	21.0	463.0	14.0	16.0	1.0	5.0	1518.0	76.0	45.0	27.0	0.0	2.0	4.0	2.0	48.0	1.0	15.0	1.0	4.0	2066.0	11.0	15.0	57.0	23.0	3.0	216.0	5.0	19.0	9.0	1.0	7.0	14.0	1.0	29.0	0.0	0.0	1.0	7.0	28.0	988.0	39.0	3.0	0.0	98.0	29.0	6.0	55.0	37.0	490.0	612.0	77.0	59.0	8.0	1.0	1.0	3.0	2.0	3.0	2.0	12.0	0.0	1.0	141.0	16.0	1.0	3.0	5.0	100.0	484.0	1.0	32.0	38.0	1.0	13.0	1.0	2.0	0.0	12.0	0.0	232.0	1.0	9.0	172.0	0.0	13.0	8.0	0.0	2.0	43.0	0.0	3.0	4.0	0.0	1.0	4.0	1.0	989.0	153.0	3.0	402.0	2.0	155.0	4.0	4.0	5.0	3.0	3.0	0.0	0.0	8.0	27.0	168.0	1.0	0.0	1.0	76.0	12.0	0.0	0.0	4.0	139.0	13.0
689950	0.0	0.0	2.0	1.0	1.0	7.0	0.0	0.0	7.0	0.0	21.0	8.0	7.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	4.0	5.0	6.0	2.0	10.0	2.0	1.0	11.0	0.0	2.0	159.0	1.0	9.0	10.0	0.0	6.0	0.0	1.0	2.0	1.0	0.0	21.0	0.0	2.0	0.0	0.0	5.0	8.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	3.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	8.0	1.0	12.0	9.0	7.0	0.0	0.0	3.0	1.0	7.0	0.0	0.0	3.0	1.0	0.0	7.0	0.0	2.0	1.0	0.0	0.0	2.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	10.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0
4345774	0.0	28.0	0.0	0.0	17.0	83.0	35.0	3.0	3.0	1.0	3.0	7.0	21.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	14.0	3.0	1.0	1.0	48.0	0.0	9.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	6.0	6.0	0.0	7.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	7.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	1.0	0.0	7.0	1.0	1.0	0.0	8.0	0.0	2.0	0.0	4.0	8.0	0.0	0.0	0.0	1.0	44.0	0.0	0.0	16.0	0.0	51.0	27.0	0.0	0.0	3.0	0.0	3.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	8.0	0.0	0.0	0.0	4.0	0.0	75.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	2.0	4.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	18.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	21.0	0.0	0.0	1.0	0.0	1.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334409	990.0	1252.0	299.0	130.0	62.0	11156.0	496.0	128.0	9758.0	1425.0	1224.0	9201.0	891.0	256.0	39.0	4703.0	599.0	164.0	37.0	82.0	331.0	388.0	3094.0	513.0	404.0	694.0	1466.0	7802.0	468.0	5349.0	165.0	181.0	14799.0	185.0	1248.0	34.0	1530.0	6509.0	209.0	1122.0	2497.0	15577.0	979.0	594.0	1971.0	209.0	200.0	1962.0	2772.0	1356.0	228.0	1274.0	15910.0	2676.0	184.0	224.0	2464.0	245.0	1413.0	193.0	2315.0	1501.0	852.0	501.0	780.0	126.0	5807.0	1166.0	4142.0	201.0	4328.0	5584.0	67.0	3740.0	925.0	122.0	429.0	1409.0	7866.0	3050.0	147.0	123.0	951.0	119.0	1490.0	7339.0	6366.0	305.0	4428.0	4265.0	404.0	181.0	11578.0	2804.0	3027.0	304.0	3154.0	5464.0	12837.0	775.0	882.0	8708.0	1332.0	854.0	458.0	79.0	721.0	1717.0	125.0	162.0	3671.0	1632.0	7775.0	284.0	7257.0	189.0	271.0	278.0	7519.0	379.0	683.0	973.0	967.0	205.0	727.0	6679.0	42.0	186.0	207.0	151.0	295.0	437.0	3610.0	2818.0	514.0	2722.0	349.0	5207.0	1033.0	177.0	1805.0	388.0	1476.0	673.0	177.0	1189.0	234.0	482.0	140.0	78.0	6894.0	598.0	55.0	2119.0	914.0	1091.0	1356.0	3611.0	6537.0	63.0	2895.0	1783.0	7634.0	58.0	344.0	2637.0	146.0	7.0	4893.0	334.0	170.0	1198.0	190.0	141.0	1083.0	1210.0
406145	2.0	321.0	25.0	2.0	0.0	7.0	29.0	39.0	17.0	5.0	50.0	2.0	359.0	0.0	1.0	17.0	204.0	84.0	21.0	2.0	3.0	11.0	5.0	60.0	85.0	17.0	33.0	39.0	7.0	1.0	9.0	5.0	48.0	8.0	13.0	1.0	4.0	0.0	8.0	101.0	687.0	33.0	14.0	3.0	42.0	120.0	286.0	2.0	0.0	20.0	5.0	193.0	33.0	3.0	134.0	37.0	21.0	2.0	4.0	25.0	315.0	52.0	15.0	432.0	1.0	6.0	80.0	0.0	27.0	38.0	68.0	8.0	59.0	25.0	81.0	16.0	0.0	41.0	13.0	34.0	27.0	49.0	68.0	509.0	8.0	25.0	2.0	6.0	301.0	2.0	3.0	0.0	127.0	8.0	113.0	16.0	302.0	20.0	1892.0	4.0	39.0	2.0	4.0	8.0	6.0	3.0	810.0	0.0	8.0	0.0	54.0	16.0	14.0	51.0	0.0	2.0	12.0	2074.0	6.0	8.0	38.0	2.0	0.0	31.0	0.0	1368.0	0.0	0.0	14.0	1.0	20.0	2.0	5.0	404.0	3.0	0.0	5.0	266.0	2.0	0.0	1.0	2.0	1.0	15.0	1.0	8.0	0.0	27.0	38.0	3.0	61.0	38.0	1.0	115.0	5.0	0.0	8.0	3.0	181.0	0.0	14.0	3.0	63.0	7.0	4.0	326.0	10.0	0.0	0.0	39.0	10.0	2.0	0.0	7.0	0.0	10.0
964753	7.0	511.0	3.0	26.0	3117.0	0.0	2.0	43.0	301.0	6.0	156.0	4.0	1120.0	0.0	2.0	0.0	91.0	37.0	0.0	0.0	19.0	59.0	0.0	8.0	72.0	18.0	5.0	10.0	45.0	694.0	15.0	424.0	2.0	6.0	0.0	7.0	1.0	0.0	1.0	68.0	24.0	0.0	57.0	0.0	7.0	0.0	0.0	5.0	0.0	4.0	0.0	59.0	7.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	15.0	13.0	56.0	1.0	0.0	0.0	45.0	5.0	0.0	987.0	6.0	1.0	0.0	21.0	0.0	23.0	3.0	135.0	27.0	13.0	3.0	20.0	141.0	4.0	118.0	1.0	4.0	0.0	12.0	67.0	2.0	0.0	6.0	0.0	2.0	0.0	50.0	4.0	4.0	0.0	80.0	2.0	1.0	0.0	0.0	1.0	757.0	1086.0	1.0	24.0	0.0	11.0	1.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	74.0	2.0	0.0	0.0	12.0	0.0	31.0	0.0	0.0	7.0	0.0	33.0	87.0	0.0	97.0	16.0	0.0	20.0	0.0	0.0	2.0	17.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	57.0	2.0	1.0	0.0	58.0	0.0	1.0	3.0	30.0	185.0	0.0	0.0	8.0	16.0	1.0	7.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575956	15.0	11273.0	301.0	98.0	50.0	83.0	121.0	47.0	1020.0	90.0	181.0	77.0	35.0	187.0	18.0	84.0	59.0	587.0	20.0	146.0	390.0	82.0	228.0	203.0	23.0	55.0	40.0	11023.0	48.0	7346.0	22.0	97.0	210.0	117.0	187.0	24.0	3677.0	251.0	48.0	229.0	90.0	57.0	2353.0	7.0	85.0	140.0	272.0	45.0	355.0	1132.0	67.0	1055.0	1514.0	92.0	304.0	249.0	2130.0	1652.0	540.0	116.0	11439.0	171.0	420.0	53.0	30.0	22.0	144.0	80.0	10021.0	21.0	376.0	91.0	29.0	375.0	3788.0	48.0	74.0	327.0	1578.0	2716.0	22.0	4742.0	190.0	157.0	193.0	97.0	329.0	35.0	46.0	102.0	135.0	12.0	114.0	762.0	437.0	603.0	517.0	1266.0	3632.0	111.0	392.0	1016.0	2855.0	142.0	218.0	10.0	161.0	83.0	34495.0	984.0	1269.0	85.0	23.0	15.0	228.0	182.0	5800.0	1231.0	6472.0	8.0	88.0	151.0	309.0	14.0	15.0	571.0	36.0	91.0	1646.0	1219.0	21.0	15.0	10197.0	11412.0	948.0	7.0	390.0	4850.0	40.0	46.0	17.0	50.0	6.0	4942.0	39.0	3541.0	92.0	31.0	111.0	2754.0	13019.0	21586.0	181.0	4393.0	56.0	1135.0	48.0	1335.0	6495.0	419.0	23.0	132.0	274.0	1562.0	1582.0	75.0	33.0	213.0	11606.0	3976.0	750.0	129.0	532.0	15.0	310.0	1.0
240451	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	22.0	70.0	8.0	5.0	5.0	0.0	1.0	16.0	5.0	9.0	1.0	9.0	11.0	6.0	12.0	1.0	9.0	1.0	42.0	9.0	1.0	7.0	14.0	17.0	1.0	1.0	4.0	11.0	1.0	9.0	7.0	0.0	5.0	20.0	8.0	0.0	1.0	0.0	4.0	6.0	6.0	4.0	14.0	14.0	4.0	2.0	1.0	1.0	1.0	3.0	6.0	6.0	2.0	6.0	31.0	1.0	0.0	0.0	0.0	37.0	0.0	5.0	0.0	3.0	2.0	2.0	6.0	0.0	11.0	0.0	2.0	9.0	0.0	0.0	1.0	1.0	0.0	1.0	5.0	0.0	3.0	1.0	0.0	11.0	42.0	2.0	1.0	3.0	1.0	168.0	2.0	25.0	2.0	9.0	2.0	5.0	0.0	10.0	1.0	12.0	3.0	2.0	3.0	0.0	0.0	1.0	6.0	0.0	3.0	4.0	0.0	3.0	1.0	0.0	0.0	0.0	79.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	51.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	5.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	6.0	2.0	1.0	0.0	0.0	3.0	13.0	4.0	7.0	0.0	2.0	9.0	0.0
1084950	0.0	1.0	1.0	0.0	1.0	17.0	8.0	14.0	0.0	0.0	30.0	230.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	13.0	3.0	1.0	62.0	1.0	0.0	22.0	12.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	5.0	15.0	2.0	1.0	12.0	0.0	0.0	0.0	142.0	161.0	0.0	267.0	0.0	7.0	136.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	17.0	3432.0	0.0	0.0	1.0	1.0	1.0	22.0	289.0	19.0	0.0	5.0	5.0	26.0	1.0	207.0	18.0	6.0	0.0	0.0	37.0	0.0	67.0	0.0	0.0	0.0	358.0	162.0	4.0	3.0	0.0	57.0	0.0	15.0	13.0	20.0	0.0	107.0	0.0	0.0	15.0	55.0	1073.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	17.0	5.0	7.0	0.0	6.0	8.0	54.0	0.0	9.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	169.0	9.0	7.0	1.0	79.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	174.0	2.0	0.0	0.0	10.0	62.0	447.0	1.0	54.0	1.0	2.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	7.0	84.0	23.0	0.0	0.0	0.0	1.0	0.0	0.0
776643	1.0	2.0	4.0	0.0	1.0	1.0	170.0	3.0	23.0	4.0	1.0	17.0	34.0	4.0	0.0	56.0	10.0	6.0	0.0	1.0	5.0	0.0	1.0	3.0	45.0	1.0	2.0	39.0	1.0	1.0	20.0	11.0	1.0	3.0	5.0	0.0	1.0	0.0	0.0	4.0	0.0	9.0	12.0	10.0	2.0	1.0	0.0	0.0	3.0	4.0	1.0	5.0	79.0	0.0	0.0	4.0	0.0	1.0	0.0	2.0	4.0	2.0	29.0	0.0	0.0	0.0	2.0	272.0	75.0	0.0	1.0	5.0	9.0	5.0	5.0	0.0	6.0	20.0	10.0	61.0	0.0	66.0	1.0	6.0	0.0	27.0	45.0	0.0	4.0	5.0	0.0	0.0	94.0	5.0	21.0	1.0	91.0	8.0	2.0	0.0	9.0	18.0	1.0	1.0	8.0	0.0	2.0	2.0	196.0	0.0	3.0	0.0	2.0	1.0	16.0	13.0	13.0	26.0	3.0	0.0	1.0	7.0	0.0	0.0	2.0	28.0	0.0	0.0	0.0	8.0	0.0	12.0	43.0	2.0	195.0	10.0	0.0	2.0	0.0	0.0	44.0	5.0	1.0	2.0	2.0	4.0	2.0	2.0	3.0	12.0	1.0	193.0	0.0	110.0	1.0	35.0	5.0	1.0	45.0	0.0	20.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	1.0	3.0
